timestamps,TP9,AF7,AF8,TP10,Right AUX
1713985523.008,-86.914,-20.996,-5.859,-112.793,0.000
1713985523.012,-90.332,-37.109,-9.766,-100.586,0.000
1713985523.016,-97.656,-29.785,-31.250,-97.656,0.000
1713985523.020,-91.309,-12.207,-38.086,-102.539,0.000
1713985523.024,-85.938,-18.066,-33.203,-98.633,0.000
1713985523.028,-80.078,-25.879,-37.109,-82.520,0.000
1713985523.032,-66.895,-32.227,-29.785,-52.734,0.000
1713985523.036,-58.105,-18.066,-14.160,-52.246,0.000
1713985523.040,-66.895,-18.066,-25.391,-72.754,0.000
1713985523.044,-61.523,-27.832,-40.039,-66.895,0.000
1713985523.047,-50.293,-23.438,-36.621,-47.852,0.000
1713985523.051,-46.387,-20.996,-28.809,-32.715,0.000
1713985523.055,-41.504,-10.742,-29.297,-41.016,0.000
1713985523.059,-38.086,-10.254,-37.109,-49.316,0.000
1713985523.063,-40.527,-20.508,-33.691,-32.715,0.000
1713985523.067,-28.809,1.465,-21.484,-25.391,0.000
1713985523.071,-22.461,12.695,-33.691,-36.133,0.000
1713985523.075,-26.855,-7.812,-42.969,-38.086,0.000
1713985523.079,-31.250,-14.648,-38.086,-30.762,0.000
1713985523.083,-33.691,-6.836,-32.227,-23.926,0.000
1713985523.087,-26.855,-9.277,-20.508,-21.484,0.000
1713985523.091,-24.414,-15.625,-21.973,-30.762,0.000
1713985523.094,-39.062,-11.230,-27.832,-46.875,0.000
1713985523.098,-46.387,-4.883,-28.809,-46.875,0.000
1713985523.103,-37.598,1.465,-30.273,-51.758,0.000
1713985523.107,-40.527,8.789,-30.762,-70.312,0.000
1713985523.111,-46.875,14.160,-26.367,-73.242,0.000
1713985523.115,-35.645,19.531,-13.184,-57.129,0.000
1713985523.119,-35.645,24.414,-12.207,-65.918,0.000
1713985523.123,-49.805,19.043,-8.301,-84.473,0.000
1713985523.127,-66.406,21.973,-15.625,-95.215,0.000
1713985523.131,-69.336,24.414,-17.578,-92.773,0.000
1713985523.134,-108.398,17.090,9.277,-107.422,0.000
1713985523.138,-158.691,22.949,26.367,-155.762,0.000
1713985523.142,-170.410,24.902,35.645,-177.246,0.000
1713985523.146,-199.707,22.461,41.504,-190.918,0.000
1713985523.150,-230.469,25.879,66.895,-216.309,0.000
1713985523.154,-235.840,30.273,95.703,-234.863,0.000
1713985523.158,-258.789,27.344,109.375,-257.812,0.000
1713985523.162,-288.574,23.926,110.352,-270.996,0.000
1713985523.166,-263.672,31.738,113.770,-247.559,0.000
1713985523.169,-246.582,19.531,115.723,-235.840,0.000
1713985523.173,-248.047,12.695,103.516,-236.328,0.000
1713985523.177,-219.727,36.621,90.820,-215.332,0.000
1713985523.181,-184.570,40.527,92.773,-180.664,0.000
1713985523.185,-181.641,14.160,90.332,-175.293,0.000
1713985523.189,-180.176,-0.977,76.172,-176.758,0.000
1713985523.193,-141.113,-1.953,74.219,-139.160,0.000
1713985523.197,-129.395,-7.812,63.477,-115.723,0.000
1713985523.200,-123.535,-12.695,40.527,-110.352,0.000
1713985523.204,-104.004,-14.648,25.879,-104.492,0.000
1713985523.208,-97.656,-11.719,24.902,-97.656,0.000
1713985523.212,-91.797,-19.531,16.602,-79.102,0.000
1713985523.216,-82.520,-42.969,1.953,-67.871,0.000
1713985523.220,-67.383,-40.039,-5.371,-61.035,0.000
1713985523.224,-48.828,-27.344,-4.395,-43.457,0.000
1713985523.228,-44.922,-31.738,-3.906,-36.621,0.000
1713985523.232,-44.922,-31.250,-28.809,-36.133,0.000
1713985523.236,-31.738,-26.855,-50.781,-21.484,0.000
1713985523.240,-20.020,-28.809,-44.922,-22.461,0.000
1713985523.244,-17.090,-27.832,-44.922,-24.902,0.000
1713985523.248,-12.207,-18.555,-55.664,-12.695,0.000
1713985523.252,-1.953,-29.785,-62.012,-1.953,0.000
1713985523.256,7.812,-23.926,-60.547,5.371,0.000
1713985523.260,6.836,-15.137,-52.246,10.254,0.000
1713985523.264,3.418,-31.738,-60.059,15.625,0.000
1713985523.267,10.742,-29.785,-76.660,26.855,0.000
1713985523.271,15.625,-18.066,-80.078,33.203,0.000
