timestamps,TP9,AF7,AF8,TP10,Right AUX
1714025219.231,-21.484,-19.043,-28.320,-12.695,0.000
1714025219.235,-15.137,-8.789,-24.902,-19.043,0.000
1714025219.239,-25.879,-19.043,-32.715,-41.016,0.000
1714025219.243,-32.227,-21.973,-41.016,-39.551,0.000
1714025219.247,-20.508,-19.531,-37.109,-23.438,0.000
1714025219.251,-21.973,-22.461,-33.691,-34.180,0.000
1714025219.255,-26.855,-19.531,-28.809,-39.062,0.000
1714025219.259,-26.855,-23.438,-27.344,-33.691,0.000
1714025219.262,-21.973,-34.668,-24.414,-28.320,0.000
1714025219.266,-23.438,-26.367,-12.207,-18.555,0.000
1714025219.270,-24.414,-20.996,-15.137,-20.508,0.000
1714025219.274,-16.602,-28.320,-24.902,-17.578,0.000
1714025219.278,-17.578,-26.367,-23.438,-20.996,0.000
1714025219.282,-10.742,-22.461,-26.855,-16.602,0.000
1714025219.285,-19.531,-28.809,-31.250,-19.531,0.000
1714025219.289,-32.715,-33.691,-29.297,-31.738,0.000
1714025219.293,-30.273,-28.809,-25.879,-23.438,0.000
1714025219.297,-22.949,-28.809,-20.020,-21.484,0.000
1714025219.301,-18.555,-35.156,-17.090,-33.691,0.000
1714025219.305,-22.461,-27.344,-19.531,-37.109,0.000
1714025219.309,-26.367,-24.414,-19.531,-38.086,0.000
1714025219.313,-34.180,-25.879,-23.438,-41.504,0.000
1714025219.317,-30.762,-18.555,-27.344,-25.391,0.000
1714025219.321,-24.414,-22.461,-25.391,-16.113,0.000
1714025219.324,-30.762,-30.273,-21.484,-28.809,0.000
1714025219.328,-36.133,-27.832,-22.461,-34.180,0.000
1714025219.332,-35.645,-29.785,-23.438,-29.297,0.000
1714025219.336,-36.133,-30.273,-26.367,-34.180,0.000
1714025219.339,-35.156,-27.344,-22.949,-30.762,0.000
1714025219.343,-27.344,-29.785,-19.043,-31.250,0.000
1714025219.347,-27.344,-27.832,-15.625,-25.391,0.000
1714025219.351,-26.367,-25.391,-17.578,-9.277,0.000
1714025219.355,-31.738,-25.391,-21.973,-22.461,0.000
1714025219.359,-28.809,-24.902,-23.438,-30.273,0.000
1714025219.363,-21.973,-27.832,-19.531,-20.508,0.000
1714025219.367,-34.180,-27.344,-20.996,-29.297,0.000
1714025219.370,-34.668,-29.785,-20.020,-48.828,0.000
1714025219.374,-18.066,-21.484,-17.578,-36.621,0.000
1714025219.378,-17.578,-14.160,-20.020,-30.273,0.000
1714025219.382,-24.414,-20.020,-23.438,-23.438,0.000
1714025219.386,-32.715,-25.879,-23.438,-26.855,0.000
1714025219.389,-40.527,-29.297,-22.949,-36.133,0.000
1714025219.393,-34.180,-30.762,-21.973,-18.066,0.000
1714025219.397,-30.762,-32.715,-20.508,-17.090,0.000
1714025219.401,-30.762,-33.203,-21.484,-36.621,0.000
1714025219.405,-26.367,-34.180,-24.902,-41.504,0.000
1714025219.409,-31.738,-32.715,-29.785,-45.410,0.000
1714025219.413,-25.879,-33.203,-29.785,-34.668,0.000
1714025219.419,-31.738,-31.250,-27.832,-28.809,0.000
1714025219.422,-38.574,-29.785,-33.203,-40.039,0.000
1714025219.426,-22.949,-29.785,-28.320,-32.715,0.000
1714025219.430,-20.508,-27.832,-24.414,-20.996,0.000
1714025219.434,-28.809,-24.414,-22.949,-24.414,0.000
1714025219.438,-31.738,-26.855,-26.855,-28.320,0.000
1714025219.442,-30.762,-26.855,-27.832,-17.090,0.000
1714025219.446,-32.715,-29.785,-23.926,-24.414,0.000
1714025219.450,-36.133,-32.227,-29.785,-41.016,0.000
1714025219.454,-31.738,-23.926,-31.250,-35.645,0.000
1714025219.458,-30.273,-20.508,-24.902,-34.180,0.000
1714025219.462,-31.250,-20.996,-20.508,-33.203,0.000
1714025219.464,-32.715,-24.414,-23.926,-30.762,0.000
1714025219.468,-19.043,-23.438,-29.297,-24.414,0.000
1714025219.471,-16.113,-19.043,-33.691,-29.297,0.000
1714025219.475,-20.508,-24.414,-30.762,-30.273,0.000
1714025219.479,-20.996,-24.902,-28.809,-25.391,0.000
1714025219.483,-17.578,-17.090,-30.273,-23.926,0.000
1714025219.487,-13.672,-16.602,-23.438,-24.414,0.000
1714025219.491,-19.531,-12.695,-21.973,-23.926,0.000
1714025219.495,-15.137,-11.230,-26.367,-19.531,0.000
1714025219.499,-21.973,-19.043,-30.273,-17.090,0.000
1714025219.503,-26.367,-20.508,-28.809,-23.926,0.000
1714025219.507,-18.066,-17.578,-21.973,-32.227,0.000
1714025219.512,-16.602,-14.648,-22.461,-28.320,0.000
1714025219.515,-15.137,-19.043,-21.973,-17.578,0.000
1714025219.519,-17.578,-24.902,-18.555,-20.996,0.000
1714025219.523,-20.020,-19.531,-24.902,-33.691,0.000
1714025219.527,-22.949,-20.020,-21.484,-31.738,0.000
1714025219.531,-25.391,-20.996,-23.926,-19.531,0.000
1714025219.535,-29.785,-24.414,-28.320,-24.414,0.000
1714025219.539,-29.785,-25.879,-23.438,-28.809,0.000
1714025219.543,-25.879,-24.414,-27.832,-16.602,0.000
1714025219.547,-26.367,-21.484,-24.414,-10.742,0.000
1714025219.551,-24.414,-19.043,-17.578,-16.602,0.000
1714025219.555,-26.855,-26.855,-24.902,-25.879,0.000
1714025219.559,-29.297,-32.715,-28.320,-33.203,0.000
1714025219.563,-26.367,-23.438,-22.949,-33.691,0.000
1714025219.567,-28.320,-18.555,-26.367,-39.062,0.000
1714025219.571,-26.855,-24.414,-32.227,-38.574,0.000
1714025219.575,-25.391,-20.996,-30.762,-33.691,0.000
1714025219.578,-27.832,-16.113,-28.320,-33.691,0.000
1714025219.582,-30.762,-18.066,-29.785,-32.227,0.000
1714025219.586,-36.133,-24.902,-28.320,-33.691,0.000
1714025219.590,-34.668,-27.344,-30.273,-37.109,0.000
1714025219.594,-25.879,-14.160,-27.344,-29.785,0.000
1714025219.598,-20.508,-15.625,-15.625,-24.902,0.000
1714025219.602,-19.531,-21.484,-10.742,-23.438,0.000
1714025219.606,-25.879,-22.949,-23.438,-28.320,0.000
1714025219.610,-23.926,-28.809,-33.691,-22.949,0.000
1714025219.614,-23.926,-27.344,-28.320,-21.973,0.000
1714025219.617,-31.738,-30.762,-23.926,-25.391,0.000
1714025219.621,-30.762,-32.227,-29.297,-22.461,0.000
1714025219.625,-35.645,-30.273,-35.156,-30.762,0.000
1714025219.629,-43.457,-32.715,-34.180,-41.016,0.000
1714025219.633,-35.645,-26.367,-29.297,-41.992,0.000
1714025219.637,-28.809,-24.414,-27.344,-25.879,0.000
1714025219.641,-33.203,-28.809,-25.879,-23.926,0.000
1714025219.645,-28.809,-25.391,-35.156,-28.809,0.000
1714025219.649,-30.762,-27.344,-41.992,-27.832,0.000
1714025219.652,-36.621,-32.715,-39.062,-36.133,0.000
1714025219.656,-33.691,-27.344,-32.715,-31.738,0.000
1714025219.660,-35.156,-16.113,-29.297,-25.879,0.000
1714025219.664,-31.738,-25.391,-29.785,-22.949,0.000
1714025219.668,-26.367,-31.250,-35.645,-20.508,0.000
1714025219.672,-31.738,-19.531,-35.156,-35.156,0.000
1714025219.676,-36.621,-22.461,-28.320,-33.691,0.000
1714025219.680,-33.691,-28.320,-25.391,-30.273,0.000
1714025219.683,-33.691,-25.391,-24.902,-35.156,0.000
1714025219.687,-36.621,-28.320,-33.203,-39.551,0.000
1714025219.691,-32.715,-26.855,-34.668,-35.645,0.000
1714025219.695,-31.250,-27.832,-25.391,-26.855,0.000
1714025219.699,-30.273,-34.180,-19.531,-35.645,0.000
1714025219.703,-27.832,-29.785,-23.926,-39.551,0.000
1714025219.706,-27.832,-19.531,-27.344,-27.832,0.000
1714025219.710,-30.762,-18.555,-28.809,-31.738,0.000
1714025219.714,-27.344,-22.461,-21.484,-29.297,0.000
1714025219.718,-22.949,-24.902,-16.113,-20.020,0.000
1714025219.722,-30.273,-27.832,-22.461,-32.227,0.000
1714025219.726,-34.668,-30.273,-24.902,-36.621,0.000
1714025219.730,-28.809,-21.484,-27.344,-33.691,0.000
1714025219.734,-26.855,-23.438,-23.926,-40.527,0.000
1714025219.738,-28.320,-29.785,-26.855,-40.527,0.000
1714025219.742,-22.949,-27.832,-32.227,-30.273,0.000
1714025219.745,-13.184,-22.949,-25.879,-28.320,0.000
1714025219.749,-5.859,-21.484,-25.879,-34.668,0.000
1714025219.752,-4.883,-23.926,-32.227,-29.297,0.000
1714025219.756,-1.465,-30.273,-33.691,-28.320,0.000
1714025219.760,-9.277,-32.715,-36.621,-38.086,0.000
1714025219.764,-25.391,-29.785,-31.738,-26.367,0.000
1714025219.768,-16.602,-26.367,-32.227,-14.160,0.000
1714025219.772,-13.672,-17.578,-30.273,-20.020,0.000
1714025219.776,-29.785,-18.066,-24.902,-28.320,0.000
1714025219.780,-24.902,-22.949,-23.926,-19.531,0.000
1714025219.784,-19.043,-22.461,-16.113,-18.066,0.000
1714025219.788,-29.297,-20.020,-17.090,-28.809,0.000
1714025219.790,-30.762,-24.414,-21.973,-27.832,0.000
1714025219.794,-35.156,-29.297,-22.949,-29.785,0.000
1714025219.798,-48.828,-31.738,-23.926,-34.180,0.000
1714025219.802,-48.340,-31.738,-27.832,-42.969,0.000
1714025219.806,-34.668,-33.203,-32.227,-43.457,0.000
1714025219.810,-34.180,-29.785,-27.344,-25.391,0.000
1714025219.814,-29.785,-20.508,-23.926,-18.066,0.000
1714025219.818,-20.508,-23.438,-23.438,-15.625,0.000
1714025219.822,-20.508,-31.250,-21.973,-16.602,0.000
1714025219.826,-36.621,-26.367,-22.461,-29.297,0.000
1714025219.829,-45.410,-23.438,-25.391,-36.621,0.000
1714025219.833,-34.668,-30.273,-30.762,-37.109,0.000
1714025219.836,-45.898,-44.922,-29.785,-39.551,0.000
1714025219.840,-51.270,-45.898,-28.320,-34.668,0.000
1714025219.844,-36.133,-28.809,-21.484,-20.996,0.000
1714025219.848,-38.086,-21.484,-10.254,-27.344,0.000
1714025219.852,-44.922,-28.320,-12.695,-42.969,0.000
1714025219.856,-30.762,-31.250,-15.137,-25.879,0.000
1714025219.859,-27.832,-25.879,-14.648,-22.461,0.000
1714025219.863,-30.273,-21.973,-22.461,-40.039,0.000
1714025219.867,-33.203,-22.461,-23.438,-37.109,0.000
1714025219.871,-30.273,-20.508,-20.996,-29.297,0.000
1714025219.875,-24.414,-31.250,-20.020,-17.578,0.000
1714025219.879,-27.832,-29.785,-15.625,-19.531,0.000
1714025219.884,-27.832,-18.555,-14.648,-25.879,0.000
1714025219.888,-35.645,-24.902,-14.160,-31.250,0.000
1714025219.892,-39.062,-19.531,-16.113,-28.320,0.000
1714025219.896,-32.715,-15.625,-27.344,-31.250,0.000
1714025219.900,-33.691,-19.043,-33.691,-37.598,0.000
1714025219.904,-33.203,-18.066,-35.156,-34.668,0.000
1714025219.908,-37.598,-24.902,-34.180,-41.016,0.000
1714025219.912,-40.527,-24.414,-32.227,-37.109,0.000
1714025219.916,-25.879,-19.043,-31.250,-20.508,0.000
1714025219.920,-21.484,-20.508,-27.344,-12.695,0.000
1714025219.923,-30.762,-25.879,-29.297,-21.973,0.000
1714025219.927,-27.344,-28.809,-31.738,-18.066,0.000
1714025219.932,-26.855,-28.320,-30.273,-16.113,0.000
1714025219.936,-32.715,-29.297,-35.156,-26.367,0.000
1714025219.940,-23.926,-24.902,-35.156,-23.926,0.000
1714025219.944,-20.508,-24.902,-30.762,-24.902,0.000
1714025219.948,-21.973,-25.391,-28.809,-26.367,0.000
1714025219.952,-16.113,-22.949,-26.855,-26.855,0.000
1714025219.956,-19.531,-20.020,-26.855,-29.785,0.000
1714025219.960,-28.320,-20.508,-28.320,-21.973,0.000
1714025219.963,-20.020,-22.949,-18.555,-10.742,0.000
1714025219.967,-20.020,-21.484,-16.113,-17.578,0.000
1714025219.971,-30.762,-25.879,-20.996,-39.551,0.000
1714025219.975,-31.250,-31.738,-23.926,-38.086,0.000
1714025219.982,-28.320,-25.879,-27.832,-32.227,0.000
1714025219.986,-31.738,-28.320,-26.855,-41.016,0.000
1714025219.990,-37.109,-22.461,-30.762,-49.805,0.000
1714025219.994,-36.621,-19.043,-33.691,-48.828,0.000
1714025219.998,-25.879,-23.926,-23.926,-40.039,0.000
1714025220.002,-23.926,-30.762,-24.414,-41.504,0.000
1714025220.006,-25.879,-25.879,-24.902,-41.504,0.000
1714025220.010,-24.902,-25.391,-23.438,-36.621,0.000
1714025220.013,-23.926,-26.367,-27.832,-31.738,0.000
1714025220.017,-23.926,-15.137,-20.996,-31.250,0.000
1714025220.021,-24.414,-19.531,-16.113,-28.320,0.000
1714025220.025,-26.367,-23.438,-20.996,-28.320,0.000
1714025220.029,-24.902,-17.578,-19.531,-28.809,0.000
1714025220.033,-19.043,-16.602,-16.602,-24.902,0.000
1714025220.036,-20.996,-19.043,-13.184,-27.832,0.000
1714025220.040,-26.367,-25.879,-14.160,-38.086,0.000
1714025220.044,-30.762,-34.180,-26.855,-39.551,0.000
1714025220.048,-35.645,-31.738,-34.668,-35.645,0.000
1714025220.052,-32.227,-22.461,-30.273,-38.574,0.000
1714025220.056,-28.809,-15.625,-27.832,-37.598,0.000
1714025220.060,-31.738,-18.555,-31.250,-34.180,0.000
1714025220.064,-30.762,-26.367,-31.738,-31.738,0.000
1714025220.068,-29.785,-24.414,-26.367,-30.762,0.000
1714025220.072,-32.715,-23.926,-27.832,-34.180,0.000
1714025220.077,-34.180,-27.344,-32.715,-37.598,0.000
1714025220.081,-34.180,-30.273,-30.762,-37.598,0.000
1714025220.085,-35.645,-34.180,-32.227,-39.062,0.000
1714025220.089,-31.250,-33.203,-38.086,-44.434,0.000
1714025220.093,-32.715,-28.809,-32.715,-40.527,0.000
1714025220.097,-33.691,-20.996,-25.879,-35.156,0.000
1714025220.101,-26.367,-14.160,-20.020,-28.809,0.000
1714025220.105,-23.926,-16.113,-18.066,-19.531,0.000
1714025220.109,-22.461,-20.996,-20.508,-27.832,0.000
1714025220.113,-28.809,-29.785,-26.367,-39.551,0.000
1714025220.117,-40.039,-31.738,-26.855,-39.062,0.000
1714025220.120,-35.156,-28.320,-18.066,-41.992,0.000
1714025220.123,-26.855,-17.090,-15.137,-43.457,0.000
1714025220.127,-25.879,-19.043,-21.484,-37.598,0.000
1714025220.130,-30.762,-31.250,-24.902,-30.273,0.000
1714025220.134,-23.438,-27.344,-21.484,-30.273,0.000
1714025220.138,-20.508,-22.949,-15.625,-33.691,0.000
1714025220.142,-29.785,-25.879,-20.020,-37.109,0.000
1714025220.146,-32.227,-20.020,-24.902,-33.691,0.000
1714025220.150,-27.344,-19.043,-20.020,-28.320,0.000
1714025220.154,-32.227,-22.461,-19.043,-35.645,0.000
1714025220.158,-36.133,-24.414,-27.832,-35.156,0.000
1714025220.162,-29.785,-26.855,-28.320,-26.367,0.000
1714025220.166,-28.809,-25.879,-19.043,-23.438,0.000
1714025220.168,-31.250,-23.926,-21.484,-29.297,0.000
1714025220.172,-30.273,-20.996,-27.344,-32.715,0.000
1714025220.176,-28.320,-21.973,-20.996,-28.809,0.000
1714025220.179,-28.320,-21.484,-20.508,-37.109,0.000
1714025220.183,-23.438,-17.090,-25.879,-42.480,0.000
1714025220.187,-11.719,-16.602,-24.414,-23.438,0.000
1714025220.191,-16.113,-24.902,-18.555,-8.301,0.000
1714025220.195,-27.344,-28.809,-10.742,-20.020,0.000
1714025220.199,-24.414,-21.973,-13.184,-27.344,0.000
1714025220.203,-25.879,-25.879,-16.602,-21.973,0.000
1714025220.207,-34.668,-31.250,-19.043,-26.367,0.000
1714025220.211,-24.902,-29.785,-18.066,-24.902,0.000
1714025220.216,-23.438,-31.250,-23.926,-24.902,0.000
1714025220.220,-31.250,-31.738,-32.715,-34.180,0.000
1714025220.224,-34.180,-24.414,-23.926,-38.574,0.000
1714025220.228,-30.762,-24.902,-18.555,-35.156,0.000
1714025220.231,-26.367,-30.762,-23.438,-31.738,0.000
1714025220.235,-29.297,-22.949,-30.762,-26.367,0.000
1714025220.239,-30.762,-16.113,-27.832,-29.785,0.000
1714025220.243,-27.832,-23.926,-21.973,-39.062,0.000
1714025220.247,-30.273,-31.250,-31.250,-39.551,0.000
1714025220.251,-27.832,-28.320,-36.621,-30.273,0.000
1714025220.255,-32.715,-26.855,-30.273,-25.879,0.000
1714025220.259,-36.621,-26.855,-34.668,-35.156,0.000
1714025220.263,-33.203,-27.344,-37.109,-38.086,0.000
1714025220.267,-31.250,-21.973,-30.762,-29.297,0.000
1714025220.271,-30.762,-16.602,-27.832,-32.227,0.000
