timestamps,TP9,AF7,AF8,TP10,Right AUX
1714025865.217,-35.645,-31.250,-32.715,-26.855,0.000
1714025865.221,-35.645,-27.344,-26.367,-23.926,0.000
1714025865.225,-37.109,-23.438,-26.367,-28.320,0.000
1714025865.229,-35.645,-21.484,-28.320,-20.020,0.000
1714025865.233,-35.156,-25.391,-32.227,-19.043,0.000
1714025865.236,-33.203,-27.832,-31.738,-28.320,0.000
1714025865.240,-36.621,-27.344,-27.832,-34.180,0.000
1714025865.244,-36.133,-29.785,-25.391,-25.391,0.000
1714025865.248,-36.621,-30.762,-22.949,-22.949,0.000
1714025865.252,-38.086,-33.691,-27.832,-31.250,0.000
1714025865.256,-36.621,-36.621,-32.715,-33.203,0.000
1714025865.260,-42.480,-38.086,-35.156,-39.062,0.000
1714025865.262,-41.992,-31.738,-34.180,-37.598,0.000
1714025865.266,-39.062,-30.762,-32.715,-36.621,0.000
1714025865.270,-41.016,-35.645,-35.156,-37.598,0.000
1714025865.274,-38.574,-35.156,-35.156,-36.133,0.000
1714025865.278,-34.180,-32.227,-29.785,-38.086,0.000
1714025865.282,-29.785,-34.668,-34.180,-34.668,0.000
1714025865.286,-29.297,-39.062,-40.039,-35.156,0.000
1714025865.290,-37.109,-39.062,-30.273,-40.039,0.000
1714025865.294,-39.551,-39.062,-24.902,-43.945,0.000
1714025865.298,-30.273,-35.645,-22.949,-31.250,0.000
1714025865.302,-34.668,-31.250,-27.832,-29.297,0.000
1714025865.305,-40.527,-30.273,-28.320,-36.621,0.000
1714025865.313,-30.762,-35.645,-24.414,-33.203,0.000
1714025865.317,-26.855,-32.715,-23.926,-33.691,0.000
1714025865.321,-34.180,-30.762,-28.809,-29.785,0.000
1714025865.325,-38.574,-34.180,-29.785,-34.668,0.000
1714025865.329,-30.273,-31.738,-29.297,-37.109,0.000
1714025865.333,-29.785,-33.691,-32.715,-32.227,0.000
1714025865.337,-30.762,-33.691,-31.738,-22.949,0.000
1714025865.341,-25.391,-26.855,-22.461,-22.461,0.000
1714025865.345,-23.926,-25.391,-17.578,-27.344,0.000
1714025865.348,-22.461,-25.391,-20.996,-27.344,0.000
1714025865.352,-24.902,-24.414,-25.879,-26.855,0.000
1714025865.356,-27.344,-22.949,-27.832,-26.855,0.000
1714025865.356,-22.461,-26.367,-26.367,-26.855,0.000
