timestamps,TP9,AF7,AF8,TP10,Right AUX
1714026304.507,-18.066,-13.672,-37.109,-15.137,0.000
1714026304.511,-16.602,-16.113,-33.203,-15.137,0.000
1714026304.514,-16.113,-25.879,-26.367,-23.438,0.000
1714026304.518,-16.113,-33.691,-26.367,-26.367,0.000
1714026304.522,-19.043,-32.715,-29.785,-26.367,0.000
1714026304.526,-18.555,-32.227,-28.809,-26.855,0.000
1714026304.530,-17.090,-33.691,-34.668,-26.855,0.000
1714026304.534,-20.996,-33.203,-37.598,-29.785,0.000
1714026304.538,-19.043,-36.133,-23.438,-24.902,0.000
1714026304.542,-20.020,-33.691,-16.602,-23.926,0.000
1714026304.546,-18.066,-25.391,-23.926,-31.250,0.000
1714026304.550,-15.625,-25.391,-26.367,-29.297,0.000
1714026304.553,-21.973,-23.438,-24.902,-28.809,0.000
1714026304.557,-23.438,-22.461,-20.996,-27.344,0.000
1714026304.561,-23.438,-27.832,-17.090,-28.320,0.000
1714026304.565,-27.344,-25.879,-25.391,-31.738,0.000
1714026304.569,-22.461,-24.902,-34.180,-34.668,0.000
1714026304.572,-20.996,-31.738,-33.203,-37.598,0.000
1714026304.576,-23.438,-31.250,-26.367,-39.062,0.000
1714026304.580,-23.438,-25.879,-22.949,-39.062,0.000
1714026304.584,-24.414,-27.832,-35.156,-34.668,0.000
1714026304.588,-27.832,-26.855,-36.621,-34.668,0.000
1714026304.592,-27.832,-25.391,-30.762,-31.738,0.000
1714026304.596,-25.391,-22.949,-32.715,-31.250,0.000
1714026304.598,-26.367,-21.973,-27.344,-31.250,0.000
1714026304.602,-27.832,-26.855,-27.832,-30.762,0.000
1714026304.606,-30.762,-25.391,-40.527,-29.297,0.000
1714026304.610,-31.250,-24.414,-39.551,-32.227,0.000
1714026304.614,-26.367,-24.414,-31.738,-30.762,0.000
1714026304.618,-26.855,-20.508,-30.762,-27.344,0.000
1714026304.622,-26.367,-25.879,-27.832,-25.879,0.000
1714026304.626,-20.508,-32.715,-26.855,-19.531,0.000
1714026304.630,-22.461,-28.320,-30.762,-21.484,0.000
1714026304.634,-25.879,-19.531,-33.691,-30.762,0.000
1714026304.637,-25.391,-21.484,-32.227,-31.250,0.000
1714026304.641,-23.926,-27.832,-32.227,-29.785,0.000
1714026304.644,-20.996,-23.926,-29.297,-31.250,0.000
1714026304.648,-24.414,-27.832,-19.043,-33.203,0.000
1714026304.652,-31.738,-31.738,-24.902,-32.227,0.000
1714026304.655,-30.273,-33.203,-29.297,-23.926,0.000
1714026304.659,-25.879,-34.180,-21.973,-26.855,0.000
1714026304.663,-27.344,-35.645,-25.391,-33.203,0.000
1714026304.667,-29.785,-45.898,-29.785,-26.367,0.000
1714026304.671,-22.949,-43.945,-31.738,-12.695,0.000
1714026304.675,-26.855,-31.250,-31.250,-22.461,0.000
1714026304.679,-33.203,-20.996,-28.320,-31.738,0.000
1714026304.683,-28.320,-14.160,-24.902,-21.484,0.000
1714026304.687,-23.438,-14.160,-23.926,-26.367,0.000
1714026304.689,-21.484,-21.484,-29.297,-32.227,0.000
1714026304.692,-22.461,-28.320,-28.809,-30.273,0.000
1714026304.696,-21.484,-28.320,-29.785,-27.344,0.000
1714026304.700,-20.996,-24.414,-32.227,-23.926,0.000
1714026304.704,-26.855,-23.926,-37.109,-30.762,0.000
1714026304.708,-28.320,-26.367,-39.551,-41.016,0.000
1714026304.712,-27.832,-24.902,-37.109,-39.062,0.000
1714026304.716,-26.367,-20.020,-33.203,-31.250,0.000
1714026304.720,-19.043,-23.926,-35.645,-28.320,0.000
1714026304.724,-15.625,-30.762,-36.133,-26.855,0.000
1714026304.728,-22.949,-28.320,-25.391,-29.297,0.000
1714026304.732,-26.367,-29.297,-25.391,-28.320,0.000
1714026304.734,-24.902,-31.738,-24.414,-22.461,0.000
1714026304.738,-27.832,-24.414,-20.996,-21.484,0.000
1714026304.742,-27.832,-23.438,-25.391,-28.320,0.000
1714026304.745,-22.949,-31.250,-30.762,-30.762,0.000
1714026304.749,-24.414,-24.902,-38.086,-30.762,0.000
1714026304.753,-26.855,-24.414,-41.992,-34.180,0.000
1714026304.757,-21.973,-20.996,-41.504,-26.855,0.000
1714026304.761,2.441,-7.324,-34.668,-4.395,0.000
1714026304.765,23.926,-12.695,-25.391,13.184,0.000
1714026304.769,-5.859,-29.785,-19.043,-11.719,0.000
1714026304.773,-24.902,-32.227,-19.043,-29.297,0.000
1714026304.777,-20.996,-32.227,-20.020,-18.066,0.000
1714026304.779,-27.832,-35.156,-21.973,-18.066,0.000
1714026304.783,-22.949,-31.738,-19.531,-9.766,0.000
1714026304.787,-29.297,-37.109,-18.555,-13.672,0.000
1714026304.791,-32.227,-42.480,-21.973,-14.160,0.000
1714026304.794,-27.344,-35.156,-21.484,-9.766,0.000
1714026304.798,-21.973,-28.809,-18.555,-9.277,0.000
1714026304.802,-15.137,-30.762,-18.066,-7.324,0.000
1714026304.806,-19.043,-37.109,-20.996,-10.254,0.000
1714026304.810,-19.043,-40.527,-22.461,-6.348,0.000
1714026304.814,-12.207,-40.039,-18.555,6.348,0.000
1714026304.818,-16.602,-43.457,-20.508,8.301,0.000
1714026304.822,-16.602,-48.340,-22.461,5.859,0.000
1714026304.831,-8.301,-49.805,-20.508,10.742,0.000
1714026304.835,-12.207,-46.387,-22.461,6.348,0.000
1714026304.838,-15.625,-47.363,-18.555,2.441,0.000
1714026304.842,-10.254,-46.387,-23.438,4.883,0.000
1714026304.846,-12.695,-40.527,-34.180,6.836,0.000
1714026304.850,-14.648,-45.898,-26.855,6.348,0.000
1714026304.854,-11.719,-54.688,-20.996,0.488,0.000
1714026304.858,-12.695,-57.617,-27.344,-4.395,0.000
1714026304.862,-15.625,-55.176,-40.527,0.488,0.000
1714026304.866,-20.996,-47.363,-30.762,3.418,0.000
1714026304.870,-22.461,-32.227,-20.020,-0.488,0.000
1714026304.874,-23.926,-33.691,-22.461,-12.207,0.000
