timestamps,TP9,AF7,AF8,TP10,Right AUX
1714024745.633,-12.207,-40.039,-31.250,-11.719,0.000
1714024745.637,-6.348,-32.715,-36.621,-5.859,0.000
1714024745.641,-6.348,-30.273,-41.016,-10.742,0.000
1714024745.644,-4.883,-28.809,-38.574,-12.207,0.000
1714024745.648,-1.953,-27.832,-36.133,-13.672,0.000
1714024745.652,-7.812,-31.250,-39.062,-19.531,0.000
1714024745.656,-15.625,-29.297,-35.645,-19.043,0.000
1714024745.660,-14.160,-35.645,-35.156,-19.043,0.000
1714024745.664,-11.230,-38.574,-38.086,-13.672,0.000
1714024745.668,-10.742,-28.320,-26.855,-16.602,0.000
1714024745.672,-11.230,-25.391,-31.738,-22.949,0.000
1714024745.676,-12.207,-23.926,-40.039,-23.438,0.000
1714024745.679,-8.789,-27.344,-29.297,-20.996,0.000
1714024745.683,-5.371,-31.250,-29.297,-20.508,0.000
1714024745.687,-8.789,-33.691,-31.738,-26.855,0.000
1714024745.691,-14.160,-33.691,-30.273,-22.461,0.000
1714024745.695,-16.602,-30.762,-28.320,-28.809,0.000
1714024745.699,-21.484,-27.832,-25.391,-39.551,0.000
1714024745.703,-22.461,-24.414,-25.391,-35.645,0.000
1714024745.707,-23.438,-30.762,-26.367,-29.297,0.000
1714024745.711,-26.855,-32.715,-20.020,-17.578,0.000
1714024745.715,-25.391,-23.926,-20.508,-24.902,0.000
1714024745.718,-24.902,-27.832,-28.320,-36.133,0.000
1714024745.722,-22.949,-30.273,-20.996,-31.738,0.000
1714024745.726,-22.949,-28.809,-23.438,-27.832,0.000
1714024745.730,-23.926,-27.832,-25.391,-26.367,0.000
1714024745.734,-28.320,-29.785,-24.414,-31.738,0.000
1714024745.738,-33.691,-32.227,-30.762,-33.203,0.000
1714024745.741,-24.902,-31.250,-30.273,-31.250,0.000
1714024745.745,-23.926,-30.273,-30.762,-30.273,0.000
1714024745.749,-24.902,-23.438,-30.762,-30.762,0.000
1714024745.753,-25.879,-25.391,-35.156,-34.668,0.000
1714024745.757,-29.785,-24.414,-35.645,-30.762,0.000
1714024745.761,-28.320,-20.996,-38.574,-27.344,0.000
1714024745.765,-27.344,-23.438,-43.457,-26.367,0.000
1714024745.769,-23.438,-22.949,-33.691,-21.973,0.000
1714024745.772,-21.973,-21.973,-26.367,-18.555,0.000
1714024745.776,-19.043,-17.090,-28.809,-20.020,0.000
1714024745.780,-16.602,-17.090,-30.273,-23.926,0.000
1714024745.784,-14.648,-19.043,-26.367,-25.879,0.000
1714024745.788,-15.137,-20.508,-28.809,-20.508,0.000
1714024745.792,-26.367,-25.879,-33.691,-23.926,0.000
1714024745.796,-26.367,-22.461,-31.250,-21.973,0.000
1714024745.799,-22.461,-20.020,-28.809,-19.043,0.000
1714024745.803,-27.832,-24.902,-26.367,-25.391,0.000
1714024745.807,-25.879,-19.043,-20.020,-17.578,0.000
1714024745.811,-21.484,-14.648,-13.672,-13.672,0.000
1714024745.815,-21.973,-20.020,-15.625,-16.602,0.000
1714024745.818,-25.879,-23.926,-12.207,-20.996,0.000
1714024745.822,-29.297,-31.738,-14.648,-21.973,0.000
1714024745.826,-30.762,-32.227,-23.926,-20.996,0.000
1714024745.830,-35.645,-26.855,-20.508,-29.297,0.000
1714024745.834,-34.668,-29.297,-20.996,-35.645,0.000
1714024745.838,-34.180,-32.715,-29.297,-35.645,0.000
1714024745.842,-34.180,-26.855,-30.762,-34.668,0.000
1714024745.846,-33.691,-22.461,-25.879,-39.551,0.000
1714024745.849,-34.180,-25.391,-20.508,-38.086,0.000
1714024745.853,-38.086,-27.832,-17.578,-28.320,0.000
1714024745.857,-41.504,-29.785,-22.461,-34.180,0.000
1714024745.861,-36.133,-27.344,-24.414,-42.969,0.000
1714024745.866,-37.109,-24.414,-25.391,-46.387,0.000
1714024745.870,-42.969,-25.391,-22.461,-50.781,0.000
1714024745.874,-41.016,-26.367,-19.531,-48.340,0.000
1714024745.878,-38.574,-29.297,-9.766,-45.898,0.000
1714024745.882,-42.969,-27.344,-15.625,-55.176,0.000
1714024745.886,-52.246,-24.414,-28.809,-63.477,0.000
1714024745.890,-58.594,-23.926,-16.113,-60.059,0.000
1714024745.893,-54.688,-20.020,-6.836,-63.477,0.000
1714024745.897,-76.660,-31.250,-7.324,-88.379,0.000
1714024745.901,-97.656,-39.062,-8.789,-106.445,0.000
1714024745.905,-102.539,-36.621,-3.906,-113.281,0.000
1714024745.909,-113.770,-33.691,4.395,-125.977,0.000
1714024745.914,-126.953,-32.227,7.812,-148.438,0.000
1714024745.918,-134.766,-28.320,11.230,-152.344,0.000
1714024745.921,-141.113,-28.320,19.531,-147.461,0.000
1714024745.925,-151.367,-28.320,23.438,-158.691,0.000
1714024745.929,-155.273,-26.367,20.020,-167.480,0.000
1714024745.933,-155.273,-21.973,17.090,-165.527,0.000
1714024745.937,-151.855,-23.438,20.020,-159.180,0.000
1714024745.941,-143.066,-22.461,22.949,-154.297,0.000
1714024745.945,-133.789,-20.996,21.484,-150.879,0.000
1714024745.949,-130.859,-20.508,17.578,-147.949,0.000
1714024745.953,-127.441,-15.137,17.090,-143.066,0.000
1714024745.957,-114.258,-12.695,17.578,-125.977,0.000
1714024745.961,-103.516,-14.648,16.113,-120.605,0.000
1714024745.965,-96.191,-21.973,7.812,-113.770,0.000
1714024745.969,-82.520,-28.320,4.883,-95.215,0.000
1714024745.973,-71.777,-26.367,0.000,-83.496,0.000
1714024745.976,-69.824,-22.949,-8.301,-72.266,0.000
1714024745.980,-61.035,-24.902,-9.766,-62.012,0.000
1714024745.984,-46.875,-28.809,-15.137,-56.152,0.000
1714024745.988,-41.504,-35.156,-19.531,-46.875,0.000
1714024745.992,-34.180,-37.109,-29.785,-33.203,0.000
1714024745.996,-20.508,-39.062,-31.738,-23.926,0.000
