timestamps,TP9,AF7,AF8,TP10,Right AUX
1714024298.561,-24.414,-25.879,-43.457,-32.227,0.000
1714024298.565,-12.695,-21.973,-41.504,-22.461,0.000
1714024298.569,-8.301,-18.555,-41.504,-17.578,0.000
1714024298.573,-14.648,-22.461,-40.039,-23.926,0.000
1714024298.577,-15.625,-26.367,-28.320,-27.344,0.000
1714024298.581,-9.277,-19.043,-32.227,-36.621,0.000
1714024298.585,-15.625,-21.973,-47.852,-41.992,0.000
1714024298.589,-24.902,-25.391,-47.363,-42.969,0.000
1714024298.593,-21.484,-16.113,-40.527,-40.039,0.000
1714024298.597,-17.090,-17.090,-35.156,-35.645,0.000
1714024298.600,-16.602,-22.949,-33.203,-41.504,0.000
1714024298.604,-20.508,-21.973,-42.969,-45.898,0.000
1714024298.608,-17.090,-16.113,-41.016,-37.109,0.000
1714024298.612,-13.672,-17.578,-27.344,-30.273,0.000
1714024298.616,-20.508,-20.996,-28.320,-39.551,0.000
1714024298.619,-16.602,-16.113,-28.320,-37.109,0.000
1714024298.623,-20.508,-15.137,-34.668,-34.180,0.000
1714024298.627,-22.949,-21.484,-35.645,-28.809,0.000
1714024298.631,-20.508,-18.555,-32.227,-26.855,0.000
1714024298.635,-26.367,-18.555,-33.203,-39.062,0.000
1714024298.639,-27.832,-14.160,-29.785,-42.480,0.000
1714024298.643,-28.809,-10.742,-23.438,-28.320,0.000
1714024298.647,-23.438,-24.902,-19.043,-17.090,0.000
1714024298.651,-6.836,-27.832,-27.832,-20.020,0.000
1714024298.655,-13.184,-23.926,-41.992,-28.320,0.000
1714024298.659,-32.715,-20.020,-36.133,-41.992,0.000
1714024298.663,-29.297,-17.090,-26.855,-43.945,0.000
1714024298.667,-29.785,-15.625,-38.574,-49.805,0.000
1714024298.671,-41.504,-15.137,-49.316,-64.941,0.000
1714024298.675,-36.621,-16.113,-46.387,-56.641,0.000
1714024298.679,-26.367,-12.695,-36.133,-45.410,0.000
1714024298.683,-21.973,-12.695,-27.832,-43.457,0.000
1714024298.686,-21.484,-15.625,-32.715,-43.457,0.000
1714024298.690,-21.484,-17.090,-42.969,-37.109,0.000
1714024298.694,-20.020,-19.531,-36.621,-31.738,0.000
1714024298.698,-25.391,-18.066,-34.668,-44.434,0.000
1714024298.702,-29.785,-19.043,-41.016,-51.270,0.000
1714024298.706,-31.738,-16.113,-38.574,-51.758,0.000
1714024298.710,-27.344,-10.254,-35.645,-43.945,0.000
1714024298.714,-20.996,-13.184,-34.180,-38.086,0.000
1714024298.718,-23.926,-20.020,-30.762,-44.922,0.000
1714024298.722,-26.367,-22.949,-35.156,-46.387,0.000
1714024298.726,-25.879,-23.438,-43.457,-41.992,0.000
1714024298.730,-25.391,-20.996,-37.598,-41.504,0.000
1714024298.734,-25.879,-19.043,-36.133,-39.551,0.000
1714024298.738,-26.367,-17.578,-40.039,-34.668,0.000
1714024298.741,-24.902,-13.672,-29.297,-38.086,0.000
1714024298.745,-21.973,-8.789,-17.578,-36.133,0.000
1714024298.749,-18.066,-12.207,-13.672,-34.180,0.000
1714024298.753,-18.066,-19.531,-14.160,-38.086,0.000
1714024298.757,-22.949,-21.484,-27.832,-31.738,0.000
1714024298.761,-22.461,-24.902,-30.273,-30.762,0.000
1714024298.765,-20.996,-26.855,-27.832,-37.598,0.000
1714024298.769,-22.949,-23.926,-34.668,-41.016,0.000
1714024298.773,-26.855,-24.414,-26.855,-37.109,0.000
1714024298.777,-25.391,-23.926,-20.020,-29.297,0.000
1714024298.781,-16.602,-14.648,-17.578,-16.602,0.000
1714024298.785,-22.949,-5.371,-23.926,-25.391,0.000
1714024298.788,-34.668,-12.695,-33.691,-45.898,0.000
1714024298.792,-34.180,-26.367,-31.738,-49.805,0.000
1714024298.796,-27.832,-25.879,-30.762,-45.410,0.000
1714024298.800,-24.902,-24.902,-28.809,-42.969,0.000
1714024298.804,-22.949,-24.414,-24.414,-44.434,0.000
1714024298.808,-24.414,-20.508,-29.297,-39.551,0.000
1714024298.812,-19.531,-16.602,-25.391,-33.691,0.000
1714024298.816,-15.625,-10.742,-15.137,-34.668,0.000
1714024298.820,-23.926,-15.137,-22.949,-41.504,0.000
1714024298.824,-27.344,-26.855,-37.598,-36.621,0.000
1714024298.828,-25.879,-30.762,-39.062,-25.879,0.000
1714024298.831,-24.902,-22.949,-25.879,-30.273,0.000
1714024298.835,-27.832,-20.996,-20.020,-36.621,0.000
1714024298.839,-35.156,-26.367,-29.785,-41.504,0.000
1714024298.843,-33.203,-23.926,-31.738,-50.293,0.000
