timestamps,TP9,AF7,AF8,TP10,Right AUX
1714026512.954,-49.316,-17.090,-26.367,-43.945,0.000
1714026512.958,-46.875,-22.949,-35.645,-51.270,0.000
1714026512.962,-50.293,-28.809,-43.945,-44.922,0.000
1714026512.966,-51.270,-32.715,-50.293,-34.668,0.000
1714026512.970,-43.945,-34.180,-58.105,-31.738,0.000
1714026512.974,-37.598,-29.297,-57.617,-33.203,0.000
1714026512.978,-33.691,-24.902,-50.293,-32.227,0.000
1714026512.982,-34.668,-28.809,-49.805,-22.949,0.000
1714026512.986,-27.832,-31.738,-44.434,-8.301,0.000
1714026512.990,-18.555,-27.832,-37.109,-6.836,0.000
1714026512.993,-21.484,-24.414,-45.898,-18.066,0.000
1714026512.997,-22.461,-28.320,-54.688,-16.113,0.000
1714026513.000,-18.066,-29.297,-48.828,-13.184,0.000
1714026513.004,-20.508,-32.227,-48.340,-15.625,0.000
1714026513.008,-15.625,-33.203,-44.434,-11.719,0.000
1714026513.012,-10.742,-30.762,-43.457,-3.906,0.000
1714026513.016,-6.836,-31.738,-49.316,-2.930,0.000
1714026513.020,-3.418,-28.809,-37.598,-4.395,0.000
1714026513.024,-3.418,-24.414,-34.180,1.465,0.000
1714026513.028,-3.418,-22.949,-42.969,5.859,0.000
1714026513.031,-4.883,-22.461,-39.551,10.742,0.000
1714026513.035,-9.766,-22.461,-36.133,4.395,0.000
1714026513.039,-18.555,-21.973,-41.992,-5.859,0.000
1714026513.043,-16.113,-21.973,-41.016,-4.395,0.000
1714026513.046,-11.719,-21.973,-33.691,2.930,0.000
1714026513.050,-5.371,-20.020,-25.391,4.883,0.000
1714026513.053,1.953,-18.066,-28.809,0.488,0.000
1714026513.057,-1.465,-16.113,-33.691,-1.465,0.000
1714026513.061,-4.395,-16.113,-35.645,-2.930,0.000
1714026513.065,-1.953,-14.648,-42.969,-1.465,0.000
1714026513.069,-6.348,-17.090,-41.504,-2.441,0.000
1714026513.073,-7.324,-20.020,-37.109,-0.977,0.000
1714026513.077,-8.789,-19.043,-35.645,0.977,0.000
1714026513.081,-9.766,-20.020,-27.344,-5.371,0.000
1714026513.085,-0.977,-17.090,-20.996,0.977,0.000
1714026513.089,-0.488,-15.137,-32.715,0.000,0.000
1714026513.091,-6.348,-20.508,-44.434,-7.324,0.000
1714026513.095,-6.836,-27.832,-40.039,-7.324,0.000
1714026513.099,-6.348,-23.438,-32.715,-8.301,0.000
1714026513.103,-10.254,-20.508,-33.203,-14.648,0.000
1714026513.106,-20.996,-20.508,-38.086,-20.020,0.000
1714026513.110,-22.949,-18.066,-32.227,-20.020,0.000
1714026513.114,-24.902,-20.996,-23.926,-23.438,0.000
1714026513.118,-26.855,-24.414,-28.320,-15.137,0.000
1714026513.122,-29.297,-25.391,-33.691,-17.578,0.000
1714026513.126,-30.762,-33.691,-30.762,-21.484,0.000
1714026513.130,-27.832,-34.180,-33.691,-14.648,0.000
1714026513.134,-24.902,-32.715,-35.156,-12.695,0.000
1714026513.136,-22.949,-28.809,-35.645,-14.648,0.000
1714026513.140,-23.438,-18.555,-35.156,-16.113,0.000
1714026513.144,-20.996,-15.625,-31.738,-11.719,0.000
1714026513.148,-19.043,-18.066,-25.879,-9.277,0.000
1714026513.152,-21.973,-22.461,-26.855,-14.648,0.000
1714026513.155,-22.949,-23.438,-24.902,-18.555,0.000
1714026513.159,-19.043,-27.832,-27.832,-13.672,0.000
1714026513.163,-17.090,-28.320,-33.691,-9.766,0.000
1714026513.167,-20.020,-22.461,-32.227,-16.113,0.000
1714026513.171,-24.414,-24.902,-28.320,-18.555,0.000
1714026513.175,-24.414,-21.973,-25.879,-14.648,0.000
1714026513.179,-28.809,-20.996,-22.949,-19.531,0.000
1714026513.181,-30.273,-22.461,-20.508,-19.531,0.000
1714026513.185,-27.344,-19.043,-30.273,-20.020,0.000
1714026513.189,-28.809,-23.438,-29.785,-20.508,0.000
1714026513.193,-27.832,-21.973,-30.762,-17.090,0.000
1714026513.197,-22.949,-21.973,-41.504,-19.531,0.000
1714026513.201,-18.066,-26.367,-38.086,-14.648,0.000
1714026513.205,-19.043,-26.367,-33.691,-0.488,0.000
1714026513.208,-19.043,-20.020,-29.785,-5.859,0.000
1714026513.212,-15.625,-20.020,-22.461,-19.043,0.000
1714026513.216,-23.438,-30.273,-22.461,-27.344,0.000
1714026513.220,-25.879,-31.250,-25.879,-28.320,0.000
1714026513.224,-20.508,-28.320,-28.320,-18.066,0.000
1714026513.234,-28.809,-34.668,-35.645,-20.508,0.000
1714026513.238,-32.715,-31.250,-39.551,-22.461,0.000
1714026513.242,-30.762,-26.367,-33.691,-26.855,0.000
1714026513.245,-31.738,-33.203,-30.273,-32.715,0.000
1714026513.249,-26.855,-34.668,-26.367,-27.832,0.000
1714026513.253,-20.996,-23.926,-22.949,-23.438,0.000
1714026513.257,-20.508,-23.438,-24.414,-21.973,0.000
1714026513.261,-22.461,-29.785,-31.738,-24.414,0.000
1714026513.265,-24.414,-33.691,-29.785,-23.438,0.000
1714026513.269,-23.438,-33.203,-17.578,-16.113,0.000
1714026513.273,-24.414,-31.250,-24.902,-26.855,0.000
1714026513.277,-27.832,-27.344,-41.016,-40.527,0.000
1714026513.282,-24.902,-26.367,-41.992,-33.691,0.000
1714026513.286,-23.438,-28.809,-37.109,-28.809,0.000
1714026513.290,-31.250,-31.738,-47.363,-33.203,0.000
1714026513.294,-31.250,-30.273,-51.270,-33.691,0.000
1714026513.298,-26.855,-27.344,-40.527,-19.531,0.000
1714026513.302,-30.762,-26.855,-32.227,-19.531,0.000
1714026513.306,-29.297,-27.344,-24.414,-22.949,0.000
