timestamps,TP9,AF7,AF8,TP10,Right AUX
1714025425.915,-31.250,-30.273,-32.227,-27.344,0.000
1714025425.919,-33.691,-32.227,-29.785,-28.320,0.000
1714025425.923,-29.785,-29.785,-31.250,-24.902,0.000
1714025425.927,-14.160,-24.414,-32.715,-11.230,0.000
1714025425.931,-12.207,-24.414,-31.738,-15.625,0.000
1714025425.935,-25.391,-25.391,-32.227,-34.180,0.000
1714025425.939,-33.203,-24.902,-33.203,-39.062,0.000
1714025425.943,-37.109,-28.809,-34.668,-37.109,0.000
1714025425.946,-35.156,-25.879,-32.227,-32.715,0.000
1714025425.950,-25.879,-23.438,-31.250,-26.855,0.000
1714025425.954,-29.297,-28.809,-34.180,-38.086,0.000
1714025425.958,-33.203,-28.809,-24.902,-42.480,0.000
1714025425.960,-30.762,-25.879,-19.043,-34.668,0.000
1714025425.964,-27.832,-27.832,-29.785,-38.574,0.000
1714025425.968,-23.926,-26.367,-29.785,-36.621,0.000
1714025425.972,-21.484,-20.996,-22.949,-29.297,0.000
1714025425.976,-27.832,-22.949,-19.043,-25.391,0.000
1714025425.980,-27.344,-27.832,-22.461,-26.855,0.000
1714025425.983,-27.832,-27.344,-25.879,-34.668,0.000
1714025425.987,-29.785,-21.484,-20.020,-33.691,0.000
1714025425.991,-26.367,-21.484,-18.555,-26.855,0.000
1714025425.995,-26.855,-25.391,-21.484,-26.855,0.000
1714025425.999,-30.762,-25.879,-25.879,-26.367,0.000
1714025426.003,-30.762,-24.902,-23.438,-33.203,0.000
1714025426.005,-31.250,-24.414,-22.461,-42.480,0.000
1714025426.009,-31.250,-24.414,-24.414,-38.574,0.000
1714025426.012,-30.273,-24.414,-25.391,-32.715,0.000
1714025426.016,-34.180,-22.461,-27.344,-32.715,0.000
1714025426.020,-33.691,-23.926,-26.855,-34.180,0.000
1714025426.024,-27.832,-21.484,-26.855,-27.832,0.000
1714025426.028,-22.949,-19.531,-23.926,-23.926,0.000
1714025426.032,-21.484,-20.508,-20.508,-22.461,0.000
1714025426.036,-24.902,-20.508,-22.461,-26.367,0.000
1714025426.040,-23.438,-19.531,-23.926,-20.508,0.000
1714025426.044,-23.438,-14.160,-16.602,-11.230,0.000
1714025426.048,-27.832,-15.625,-14.648,-16.602,0.000
1714025426.054,-27.344,-18.066,-20.020,-15.137,0.000
1714025426.057,-25.879,-20.020,-20.020,-12.207,0.000
1714025426.061,-28.320,-26.855,-18.066,-18.066,0.000
1714025426.065,-30.273,-30.273,-23.926,-18.066,0.000
1714025426.069,-28.320,-26.855,-29.297,-23.438,0.000
1714025426.073,-27.832,-23.926,-26.855,-29.785,0.000
1714025426.077,-27.344,-23.926,-23.438,-20.996,0.000
1714025426.081,-26.855,-23.926,-24.902,-18.555,0.000
1714025426.085,-22.461,-23.438,-23.438,-17.578,0.000
1714025426.089,-18.066,-21.973,-26.367,-7.324,0.000
1714025426.093,-24.902,-21.973,-27.344,-9.277,0.000
1714025426.096,-28.320,-22.461,-21.973,-19.531,0.000
1714025426.101,-28.809,-25.879,-27.344,-21.484,0.000
1714025426.105,-34.180,-27.344,-29.785,-22.461,0.000
