TP9,TP10,AF7,AF8,timestamps,Right AUX
5.0712076113352325,10.66825477467373,-9.416986130326961,-6.322476255682009,1714026513.179,0
4.0291003376217915,9.8510638647485,-8.203812875808886,-5.676351326561404,1714026513.181,0
5.018531208157139,9.017494676515259,-6.974125331294125,-7.061900553378273,1714026513.185,0
7.5302382716015845,9.194274394686895,-6.504134144737236,-10.220378521551247,1714026513.189,0
10.419077522144956,11.435384595363065,-7.317007502610526,-14.537454614897499,1714026513.193,0
12.480490336837516,15.372665759597378,-9.118616135027468,-18.73453996140742,1714026513.197,0
13.110691831566053,18.78954123564042,-11.02101418345395,-20.87921888375253,1714026513.201,0
12.614532797468849,19.01312307698477,-12.284396004261877,-19.343259870191744,1714026513.205,0
11.902656354854138,15.164140545534174,-12.816499411951813,-14.250297488436498,1714026513.208,0
11.75234625011952,9.26152024105125,-12.994017916197441,-8.019848574973327,1714026513.212,0
12.202384274366901,4.982922133461345,-13.113508355889909,-4.071798051938339,1714026513.216,0
12.573405278730744,4.914657544696793,-13.09189033203592,-4.396172491391617,1714026513.22,0
12.11410034271266,8.517516761938374,-12.669072710577005,-7.96254439407403,1714026513.224,0
10.735361260721838,12.530043592994161,-11.790627875421482,-11.474776978294518,1714026513.234,0
9.170362824371713,13.520539479655769,-10.72500956571666,-11.965892738310822,1714026513.238,0
8.42758576812033,10.506012541437691,-9.848628285149228,-9.084970024408793,1714026513.242,0
9.011664379847435,5.579699522938533,-9.409671273992648,-5.181692628793321,1714026513.245,0
10.535619445117945,2.1765649394890394,-9.540434368228972,-3.1717500163780104,1714026513.249,0
12.02157594565407,2.436815884644057,-10.366942611243179,-4.091449219054949,1714026513.253,0
12.615328591888495,5.699638002818482,-11.880980527977151,-6.433986066729826,1714026513.257,0
12.15492289295813,9.153006681099662,-13.619946785040526,-7.687982789017263,1714026513.261,0
11.236699096307854,10.005800280546124,-14.608080033127573,-6.634419343726401,1714026513.265,0
10.790635576142028,7.505881687103466,-13.853497741995138,-4.443019521250358,1714026513.269,0
11.469869702106273,3.3788821762273233,-11.131853815486284,-3.716898062847311,1714026513.273,0
13.206346826546902,0.4807446284958208,-7.369472029483767,-6.3176194255589575,1714026513.277,0
15.148084882157645,0.715691783040102,-4.143039072130942,-11.720737593066806,1714026513.282,0
16.057819170680844,3.7514659779873387,-2.628563430732827,-17.180721717935356,1714026513.286,0
15.034659988426771,7.444473618929216,-2.8910665677078327,-19.588067039648156,1714026513.29,0
12.16865176542007,9.584842911760969,-4.145160341216757,-17.60833433596428,1714026513.294,0
8.65389659539014,9.561301900508639,-5.682114501102692,-12.533083994796083,1714026513.298,0
6.15250961170732,8.647289160674152,-7.500110112413639,-7.299688659967835,1714026513.302,0
5.738309147404608,8.732701322192614,-9.989929818387996,-4.481080651209226,1714026513.306,0
7.168777341932759,10.644718782215385,-13.030849425224243,-4.782646698923898,1714026513.31,0
9.094979879961656,13.512219783869057,-15.49798676779104,-7.109212896039674,1714026513.314,0
10.106333566421588,15.606345072176948,-15.839408773538993,-9.873269865059545,1714026513.318,0
9.790532165055007,15.770051139015722,-13.339481966115848,-12.221101337954877,1714026513.322,0
8.93246993916151,14.099863212826005,-8.936118876673563,-14.096214275313956,1714026513.325,0
8.687411962067593,11.42891733372268,-4.770455427456652,-15.34587386833362,1714026513.329,0
9.47175306268285,8.402211796838586,-2.759638440119804,-15.114326419401635,1714026513.333,0
10.570836759444123,5.231961356776442,-3.3210036722554896,-12.481794443965079,1714026513.337,0
10.78734022694863,2.312651091283464,-5.248951665268618,-7.851039652963474,1714026513.341,0
9.529202415520569,0.7559999893661846,-6.798008951881251,-3.4871934530055038,1714026513.345,0
7.340052856335658,1.8645966714118654,-7.017015871223338,-2.187633656524187,1714026513.349,0
5.416542924848878,5.7611492180979145,-6.266341346813142,-4.911350796133652,1714026513.353,0
4.595893006736331,10.618670853535141,-5.638718256495809,-9.575845603775663,1714026513.357,0
4.7448113372246965,13.624452493906205,-5.925989111522432,-12.44327471960847,1714026513.36,0
5.084860811775588,13.13036735501812,-7.06099482862306,-11.154233338170648,1714026513.364,0
5.096608812343952,10.10198689673745,-8.407509127587096,-6.791086581494307,1714026513.368,0
5.085808166666277,7.364633896398336,-9.428441189290503,-3.0220008737741137,1714026513.372,0
5.84565666479023,7.143309305478624,-10.019128107660968,-2.9698378626078843,1714026513.375,0
7.751876985024337,9.069444395971884,-10.224884201760423,-6.596437179235797,1714026513.379,0
10.172264415875368,10.487990807208536,-9.768262080808105,-10.891993142275798,1714026513.383,0
11.798106230615003,8.845886663129809,-8.084562656866858,-12.559430236877953,1714026513.387,0
11.649651153662255,4.025465146852895,-4.984264261950198,-10.69085203856495,1714026513.391,0
9.861055360858016,-1.4838866765211958,-1.2617394646233129,-7.115429219713508,1714026513.395,0
7.574429337031723,-4.636852274289091,1.4895800385411686,-4.427157101283799,1714026513.399,0
6.06541672424096,-4.18099369600518,1.8960033798430564,-3.780426408078835,1714026513.403,0
5.876055177115089,-1.3053940522732637,-0.15256215243690097,-4.418098972404926,1714026513.406,0
6.656329744433618,1.730627753525626,-3.4199043327564937,-4.96705316520275,1714026513.41,0
7.7099501104258055,3.494596766611413,-6.329390597486434,-4.875156279550786,1714026513.414,0
8.60067432243148,4.082109789151219,-8.115035743560405,-4.567748368022293,1714026513.418,0
9.22682417514231,4.2799771442450165,-9.039369118702034,-4.467432200685292,1714026513.421,0
9.434634652796287,4.36811402305083,-9.573954046095235,-4.2287946297518815,1714026513.425,0
8.753648277174586,3.884464749623808,-9.541716146200265,-3.096396880598129,1714026513.428,0
6.697455203884868,2.4163577859808107,-8.200232087795836,-0.9135809020698407,1714026513.432,0
3.405580788045155,0.35975588638289224,-5.229457836758321,1.4641211623302706,1714026513.436,0
-0.13155873742005753,-1.3324717373998567,-1.5180773788997257,2.98210785371964,1714026513.44,0
-2.7262714027329515,-2.2328594462242144,1.28676905211461,3.6723617968425533,1714026513.444,0
-4.117016261523164,-3.167802020078609,2.207114123454992,5.077704158146781,1714026513.448,0
-5.534240871065801,-5.72371174547226,1.9924731786627365,9.265479437875326,1714026513.452,0
-8.997736409250965,-10.876045846572982,2.6673403619692064,17.206441893854745,1714026513.456,0
-15.724865081399866,-17.984286163741515,5.810776915019634,27.89837433012175,1714026513.46,0
-24.906114734852743,-25.11277207090066,11.1097129450713,38.90917386068212,1714026513.464,0
-33.94573866342147,-30.42590017979831,16.55659780051532,47.81504104270445,1714026513.466,0
-40.1069281433157,-33.44274671829763,20.11111713485515,53.43855772675818,1714026513.47,0
-42.36136860666995,-35.12126616263731,21.31320582937085,56.169428939936395,1714026513.474,0
-42.042235369521975,-36.888417885462005,21.479104882287597,57.45154837269638,1714026513.478,0
-41.831731719522026,-39.57981936790458,22.439798601753736,58.97175248567287,1714026513.481,0
-43.895920562779125,-43.10442017324489,25.014066670164922,61.9862740658591,1714026513.485,0
-48.52227649314344,-46.819401934975474,28.477671136372308,66.8640072917466,1714026513.489,0
-54.11665534597372,-50.026240165058276,31.279449263978275,72.86344624705372,1714026513.493,0
-58.37936883180315,-52.172141312320846,32.2360383728715,78.3154717712525,1714026513.497,0
-59.736475276959574,-52.8786600147129,31.24685216156043,81.36828313011205,1714026513.501,0
-58.113634696543066,-52.09201099333139,29.141290069307896,81.06435562056654,1714026513.505,0
-54.7500654851595,-50.30104878146145,26.956171249117997,78.09494301750297,1714026513.509,0
-51.373923662559626,-48.45017081346983,25.216530050978207,74.60756442505125,1714026513.511,0
-49.29006043648666,-47.32769191743996,23.642653147151094,72.97509920677551,1714026513.515,0
-48.8287906354641,-46.83944177449746,21.45771940375661,74.21051300620499,1714026513.519,0
-49.32434852697626,-45.93323207201062,18.14354096552677,77.11403963346011,1714026513.523,0
-49.52815571614062,-43.47771369793645,14.120126755009023,78.88574265906806,1714026513.527,0
-48.22753828950357,-39.446172092942554,10.754728904579576,76.91898147786655,1714026513.531,0
-44.81786747410976,-35.296193590401344,9.512995501739605,70.6010655627715,1714026513.534,0
-39.61204336206093,-33.03574784294246,10.788024716592094,61.859766488411296,1714026513.538,0
-33.72894169916688,-33.637885171823584,13.410662720837566,53.9561641501529,1714026513.542,0
-28.577600719983515,-36.12979372695043,15.440701179915825,49.26669326701813,1714026513.546,0
-25.161181581684833,-38.161111525922664,15.684565903833267,47.637727203774226,1714026513.55,0
-23.575231156614343,-37.61114145636721,14.599023401492703,46.587349211488835,1714026513.554,0
-23.03012972957942,-33.96673317200009,13.70776864926451,43.28909425231501,1714026513.556,0
-22.41946729044535,-28.48566855755099,14.041654009394232,36.863481838602105,1714026513.56,0
-21.081899492390022,-23.199251902191435,15.106593081176765,29.174558313404688,1714026513.564,0
-19.224377971383,-19.652606626689515,15.410272697421338,23.466711900651177,1714026513.568,0
-17.66319653569536,-18.298352690697673,14.090413895166154,21.87113533122688,1714026513.572,0
-17.099718362061605,-18.74387672348946,12.043862467114987,23.799732618436085,1714026513.575,0
-17.54174715550497,-20.379362920138576,11.383457343614248,26.537652732029294,1714026513.579,0
-18.35375747589701,-22.81814676826883,13.704290811005801,27.467613433160036,1714026513.583,0
-18.873514071880887,-25.879025529912898,18.71072512003839,26.041814481755384,1714026513.587,0
-19.025857895565778,-29.282231129168757,24.339396256674046,23.96869276806047,1714026513.591,0
-19.369920607799255,-32.44279246102158,28.158553437392964,23.65415963142788,1714026513.595,0
-20.554408381664757,-34.58153507491021,28.83466123162825,26.301282224946714,1714026513.599,0
-22.680893864547286,-35.12945376360956,26.676461250451894,31.133886377704947,1714026513.609,0
-25.11355944135083,-34.131347146846224,23.173679599026546,36.07122698917051,1714026513.613,0
-26.866344902413246,-32.31761277330846,20.141332452511552,39.042625223210166,1714026513.617,0
-27.192401924736043,-30.727928158258212,19.002102860423374,38.91822722257088,1714026513.621,0
-25.94839054167948,-30.04869137694002,20.284082306395092,35.712999612224394,1714026513.625,0
-23.604415198675277,-30.151876877309583,23.33294715243227,30.423344923552587,1714026513.629,0
-20.99479557997513,-30.273292397666307,26.49861582836548,24.76947214927596,1714026513.632,0
-18.966423689199637,-29.730886658922536,27.99669754363634,20.700612804485836,1714026513.636,0
-17.998170958315136,-28.557180429449623,27.07112094645976,19.484230441305,1714026513.64,0
-17.894712466243323,-27.42355262265286,24.547631852917966,20.77063323597823,1714026513.644,0
-17.793925120052847,-26.858554284335263,22.157975851344208,22.494503553043913,1714026513.648,0
-16.657339709281555,-26.482565347449984,21.071709251214816,22.06819580551672,1714026513.652,0
-14.035367873054764,-25.043149440797023,20.897999491211962,18.18051782263983,1714026513.658,0
-10.483254399125649,-21.345230832700295,20.087956338513095,11.740528893312845,1714026513.662,0
-7.145803513392941,-15.298344684727724,17.35617017374969,5.08797802437098,1714026513.666,0
-4.733477996072585,-8.154218829793027,12.811667435174174,0.07602939069143311,1714026513.669,0
-2.7870568359749344,-1.714741923001455,7.817336197441214,-3.3155374384648253,1714026513.673,0
-0.028231557176374267,2.823249899907621,3.7888730442747285,-6.583891387005975,1714026513.677,0
4.396365426568488,5.4448069163290445,1.1159995499039415,-10.957171892801474,1714026513.681,0
9.922896848314107,6.994525189557806,-0.8933119860056689,-16.02411005186624,1714026513.685,0
14.869432916418988,8.439234417373504,-3.2156203350435426,-20.093046998748953,1714026513.689,0
17.88709372416487,10.400416229851464,-6.339687740504881,-21.94782221351145,1714026513.693,0
19.28231736477328,13.104453636195903,-10.153525095752617,-22.23324590521657,1714026513.697,0
20.960100687887596,16.406884354754773,-14.303313376751982,-23.06367166589038,1714026513.701,0
24.92456074173073,19.70489996440346,-18.441204798667602,-26.188255907466598,1714026513.704,0
31.571818772237663,21.995175476232404,-22.16492157620161,-31.402072672268456,1714026513.708,0
39.24836647339679,22.43179518213718,-24.97952695177912,-36.70063470375486,1714026513.712,0
45.404488320361,21.190479909640906,-26.582159810472348,-40.012808419529534,1714026513.716,0
48.312298143085286,19.82383107695593,-27.273961852065195,-40.86216736797603,1714026513.72,0
47.997489346582306,20.452648438041166,-27.949733416904827,-40.500404367718644,1714026513.724,0
45.820302547350416,24.166818807918723,-29.436369769944005,-40.55075158532514,1714026513.728,0
43.27229314753008,29.967090288720915,-31.68388366353762,-41.55549977271336,1714026513.732,0
41.055269433575745,35.32503448778087,-33.61834328157799,-42.761960639778614,1714026513.736,0
39.01600877058823,38.035510201866394,-33.92187373050719,-43.12964524194743,1714026513.739,0
36.70399438386283,37.83591683177193,-32.15047135896749,-42.38943985666725,1714026513.743,0
33.97004290901515,36.42100914399324,-29.228585865943217,-41.162466187065185,1714026513.747,0
31.17435424185133,35.87869466245766,-26.834707178572273,-40.21834172573672,1714026513.75,0
28.934042168910633,36.982330962199626,-26.146534311668972,-39.76983881944129,1714026513.754,0
27.657332497835792,38.82045515922317,-26.945774042828454,-39.532013614230515,1714026513.758,0
27.17989960379467,39.918969471831474,-27.783576153584924,-39.31529292204122,1714026513.762,0
26.78154170973503,39.65192741284465,-27.072270441343065,-39.36119868123661,1714026513.766,0
25.674237803451376,38.63310996095006,-24.252953257401003,-40.05439450700043,1714026513.77,0
23.6554544152871,37.94665287240133,-20.25231338252052,-41.3497939051679,1714026513.774,0
21.381671701244073,38.12548806827172,-16.922109995813205,-42.585049773702586,1714026513.778,0
19.935590080608243,38.81814610607028,-15.825547529145188,-42.92818865753335,1714026513.781,0
19.91790221531772,39.24928399437981,-17.196859651866426,-41.97032655783109,1714026513.785,0
20.83890922633731,38.826387385556686,-19.75609063487684,-39.90920597701715,1714026513.789,0
21.45288895422412,37.37580614732388,-21.545222501171274,-37.283472600376705,1714026513.793,0
20.834505977018775,35.09114844241434,-21.255697910465585,-34.66995650896752,1714026513.796,0
19.22508565186934,32.53693617509815,-19.09741453780592,-32.664607289161566,1714026513.8,0
17.800951056808323,30.697959132948007,-16.533866558825522,-31.9650436309308,1714026513.804,0
17.5108379328206,30.66478103001726,-15.06197283072954,-33.11364613210832,1714026513.808,0
18.097449265592587,32.80898568730396,-15.032515189535893,-35.87391976336066,1714026513.812,0
18.326784926950637,36.04944210847087,-15.48794535234332,-38.88828168307818,1714026513.816,0
17.250962936458873,38.12542945795202,-15.14090830271217,-40.23548409169872,1714026513.819,0
15.260489098007412,37.046196568570785,-13.625438618651405,-38.681247047926796,1714026513.823,0
13.833934200848496,32.669381149916696,-11.852478308639583,-34.650837042125616,1714026513.827,0
14.147358554397147,26.96491180980271,-11.116100474251919,-29.996169889947936,1714026513.831,0
15.854948706428232,22.57339232784161,-11.795354699519098,-26.632986334750733,1714026513.835,0
17.257028638331633,20.834374761546414,-12.90655845901249,-25.184844940865553,1714026513.839,0
16.76391793223231,21.03912086223709,-12.981953869160677,-24.82108492530872,1714026513.841,0
14.314384265984076,21.48791170851967,-11.452003484396899,-24.35029249010684,1714026513.845,0
11.466031977226619,21.177396363397186,-9.198516014407152,-23.444912326216652,1714026513.849,0
10.121298480753246,20.45262756727645,-7.73719310559097,-22.836732942438733,1714026513.853,0
11.050614016226714,20.10915055359782,-7.80010055781184,-23.359664012012697,1714026513.857,0
13.449971369479222,20.126555355577644,-8.6972694007909,-24.879257324265964,1714026513.861,0
15.738357306235986,19.55179221923844,-9.082555596749884,-26.207593928724542,1714026513.864,0
16.718408080249908,17.665682451371218,-8.304780131737365,-26.079310399883767,1714026513.868,0
16.140154700602118,15.055349451628445,-6.9817105070018375,-24.213793645228723,1714026513.872,0
14.486893508192674,13.276793027790704,-6.276737556906523,-21.486948979076857,1714026513.876,0
12.486414666893157,13.303848886983776,-6.635605257611206,-19.15465829626573,1714026513.88,0
10.839921811982778,14.388081641706782,-7.264966007319259,-17.9630374463703,1714026513.884,0
10.141653601238005,14.678973111057985,-6.899891691497652,-17.92073502079834,1714026513.886,0
10.652948622481334,13.11173117552026,-5.098509048809062,-18.666170749192542,1714026513.89,0
11.925544370791798,10.642214115745801,-2.767232947489223,-19.800525539048383,1714026513.894,0
12.743836434411635,9.439472407674426,-1.3988699604104609,-20.784438881675595,1714026513.898,0
11.777398666686349,10.759372162337304,-1.7830176357135787,-20.75375319331007,1714026513.902,0
8.656146774068482,13.637732193301328,-3.4207894622808173,-18.873089505089,1714026513.906,0
4.550808957444687,15.723686213647095,-5.087658097474279,-15.186837073617502,1714026513.91,0
1.547899949948146,15.443597715236674,-5.895464447274744,-11.096033217910074,1714026513.913,0
1.1405687981662602,13.34116396784319,-5.855523238453609,-8.62620952755584,1714026513.917,0
3.0314981676496764,11.303274348939528,-5.534518621329625,-8.80025389525958,1714026513.921,0
5.31718114899411,10.57373689846347,-5.306486594391184,-10.584431453066397,1714026513.925,0
6.0022300482307855,10.66793202925785,-5.033439358421523,-11.63672271906711,1714026513.929,0
4.612305432238094,10.258618416874643,-4.415779830412896,-10.455144018699844,1714026513.931,0
2.5351392156326593,8.956205324135308,-3.4833207282015524,-8.008023811566417,1714026513.935,0
1.8002290836987136,7.961070045442089,-2.6385597764392195,-7.122739352701582,1714026513.939,0
3.3159240743835516,8.794260026408942,-2.2354151387632406,-9.874768962029258,1714026513.943,0
6.032127337809305,11.408585235786255,-2.1931100201832137,-15.24760255341235,1714026513.947,0
7.725908069729197,13.75514850435086,-2.1090665031645823,-19.371990070915473,1714026513.951,0
6.7535433317050675,13.453365218505962,-1.7723246602309697,-18.43458388998006,1714026513.954,0
3.3548668056404063,9.997209097602447,-1.4930836120111044,-11.85899229123175,1714026513.958,0
-0.5030767049269187,5.348071165118959,-1.8229679580086584,-3.0220265021833805,1714026513.962,0
-2.5937509319537284,2.29565400985458,-2.862265111345028,3.1603620334441747,1714026513.966,0
-2.0543906318649903,2.110742807698145,-3.8625732521327505,3.8062210762995985,1714026513.97,0
0.08103545054291672,3.660348353686583,-3.655022387189908,-0.08636141703959321,1714026513.974,0
1.7839582109248746,4.665412609330202,-1.6638590667348079,-4.785511753520268,1714026513.976,0
1.5715515637584339,3.784971455329016,1.352484845105548,-6.709007864192997,1714026513.98,0
-0.5301088011115942,1.606987353894568,3.5954747629946024,-4.672353315777577,1714026513.984,0
-3.2673319077363914,-0.16230189981800525,3.465737690828978,-0.036103883274583026,1714026513.988,0
-5.302700488909339,-0.32064453933553594,0.8605157773574934,4.762829250887382,1714026513.992,0
-6.16127581190017,0.9001682856471476,-2.474767844163347,7.735875370416372,1714026513.996,0
-6.2100588321561805,2.1921939691038794,-3.964928918457394,7.982793781509692,1714026514.0,0
-5.872828098563877,2.2416050635915976,-1.9759239575007523,5.60714699247303,1714026514.004,0
-5.003916814538799,0.5497685773396337,2.9486041176078066,1.505544119591356,1714026514.007,0
-3.1316550305288695,-2.4260021451217337,8.310494297572038,-2.752837121921435,1714026514.011,0
-0.3561554735387116,-5.576003810588866,11.23924798426031,-5.307088700132732,1714026514.015,0
2.1224100999401774,-7.58379479345915,10.32482180291948,-4.863437109400511,1714026514.019,0
2.6395577260696896,-7.499494837543493,6.391956627648263,-1.5320195161744596,1714026514.029,0
0.5034875286619629,-5.378906578265569,1.7589165603678847,3.1165024892357227,1714026514.033,0
-3.088504864476091,-2.53998272977128,-1.3628621338874947,6.991349728134864,1714026514.037,0
-5.695246201398139,-0.9145280648314591,-2.1462833949011797,8.756057661130775,1714026514.041,0
-5.487741468944931,-1.6601748278070367,-1.254203287739264,8.402119584491233,1714026514.045,0
-2.743947955380344,-4.09741249593548,0.09570048526349595,6.745659966052324,1714026514.048,0
0.4081598333896057,-6.103496986728384,1.1834445601026289,4.511892593236146,1714026514.052,0
1.8149370380131291,-5.8837708433056655,2.09231472730505,1.9765190779874864,1714026514.056,0
1.0502256641470504,-3.6306707533611453,3.1706949191431812,-0.5902498299290864,1714026514.06,0
-0.490272546254098,-1.4979934380064988,4.310283305309445,-2.3220173210488495,1714026514.064,0
-1.1704035251942102,-1.7557590235427032,4.837889771140707,-1.9117272224037931,1714026514.068,0
-0.7660883509877054,-4.730369838395961,4.157392263407596,1.3390659259760689,1714026514.072,0
-0.5709657956574379,-8.4240031515765,2.5312540914836053,6.463714855750329,1714026514.077,0
-1.8788718493938932,-10.203784594076414,1.222607426451357,10.860049017018953,1714026514.081,0
-4.416306234245997,-9.039046703051993,1.7015975720809957,11.753755365216993,1714026514.085,0
-6.357101016292722,-6.233041375412242,4.430612616693058,8.159529775011906,1714026514.089,0
-5.950663700066008,-4.087883790622034,8.202447016499944,1.836100474188098,1714026514.093,0
-3.190627383008046,-3.8960101210586497,10.695273975523317,-3.608636471456621,1714026514.097,0
0.10460812144511511,-5.136918322576555,10.010983933022256,-4.978673731890815,1714026514.101,0
1.8633191570582541,-6.420887965719049,6.10595213926772,-1.5483833306069261,1714026514.105,0
1.45341131000909,-6.989757576011369,0.973072387533521,4.563273878468758,1714026514.109,0
-0.02390434799454222,-7.219426292353116,-2.665378517243572,9.908709157591229,1714026514.113,0
-0.9131391281770358,-7.769013441077816,-3.271266381695514,11.953418950950365,1714026514.117,0
-0.3970113387167844,-8.437461057448104,-1.5717725999496475,10.406244996114536,1714026514.12,0
1.1264849339081169,-8.026397266529948,0.06177201070909222,6.8381403219127375,1714026514.124,0
2.725098192670158,-5.405861777708772,-0.5375972023769826,3.218360787415598,1714026514.128,0
3.712766211742067,-0.7239041687125596,-3.7084478698459202,0.7195858268164144,1714026514.132,0
3.781936285104705,4.429892849088634,-7.790977584118346,-0.4208515500749934,1714026514.136,0
2.736677871845343,8.067891016226913,-10.453329704046748,-0.351239184025508,1714026514.14,0
0.5318215464739906,9.121265086185595,-10.381062844424633,0.7279762117650475,1714026514.144,0
-2.246289706336831,7.982023425196961,-8.01593401278846,2.2802002939283303,1714026514.148,0
-4.194518253119109,5.968662556854178,-4.915043667196261,3.140899363461193,1714026514.152,0
-3.893154602638649,4.281025666099868,-2.4500482337576157,2.062177170296396,1714026514.155,0
-1.2300507951249262,3.281597929277389,-0.9727257788365575,-1.0788213553159052,1714026514.159,0
2.117295913462831,2.521915252425716,0.0176984361850403,-4.656909602073586,1714026514.163,0
3.849139489798776,1.3514627424279722,1.085413421434915,-6.286015653661663,1714026514.167,0
3.0256440770820476,-0.3892086439808806,2.2402639410565244,-4.876699374157692,1714026514.171,0
0.9865843473359908,-2.080232106971363,2.951681955337566,-1.858034195702194,1714026514.175,0
0.1588562340803632,-2.6356735544111958,2.6295288424311085,-0.15271152210027683,1714026514.178,0
1.7520607640969783,-1.283503346844332,1.124229587762986,-1.5927870050156332,1714026514.182,0
4.551759720887848,1.6753643647301004,-1.081001298079336,-5.146122787538613,1714026514.186,0
6.046193510263045,4.756519662012105,-3.067472506928381,-7.735240665346767,1714026514.19,0
4.832003524552866,6.0884327855716736,-3.941039858503978,-6.979396451620562,1714026514.194,0
1.9473951443533788,4.66863048754367,-3.3443399524992494,-3.2716856793977986,1714026514.198,0
